name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,result
gl1,-0.073010541,0.039946716,-0.050891049,-0.110640459,-0.073985994,-0.036078967,-0.078859106,-0.107812278,0.135071367,-0.111213326,0.20233041,-0.088311121,-0.20110403,-0.084172644,-0.104405679,0.21163483,-0.166284934,-0.176727816,-0.036068812,0.008546165,0.094304442,-0.01247073,-0.005621696,0.104854383,-0.093240097,-0.268145025,-0.099976331,-0.053202473,-0.018043613,-0.07399895,0.009691115,0.037672192,-0.224915519,-0.026653582,0.065279283,0.131257296,0.009401494,-0.118086606,0.181804061,0.040911458,-0.260874271,0.09079881,0.037469767,0.246756569,0.137908518,-0.009485147,0.007618958,-0.240692064,0.151050329,-0.152864039,0.058083102,0.160112172,0.032361511,0.035855472,-0.019786634,-0.11067199,0.090455391,0.171582162,-0.199109167,0.006416732,0.09149193,-0.038067266,-0.03590212,-0.148328692,0.165346369,0.109878317,-0.123615757,-0.266262233,0.144330114,-0.137801945,-0.083766773,0.142834842,-0.129056439,-0.204678789,-0.283955753,0.026134204,0.380419642,0.123196706,-0.176250502,0.105934009,-0.011558438,-0.008667262,0.130080983,0.191139027,0.02279976,0.049318861,-0.063699298,0.018717535,0.243375108,-0.028271057,-0.062216192,0.197675899,-0.023694538,0.049756732,0.047367074,0.048396137,-0.070215568,0.057378624,-0.146334097,-0.033792131,0.022302432,-0.012145772,-0.027600538,0.074822091,-0.104098387,0.12258976,-0.01482478,-0.005192233,-0.023310307,-0.027098443,-0.072371751,-0.005974146,0.124106005,-0.253651828,0.254979134,0.115473084,0.136930346,0.084364623,0.158685833,0.099084459,-0.001400325,-0.064871691,-0.228292227,-0.010071614,0.100023441,-0.013272548,0.140125811,-0.030270491,dog_man
gl2,-0.116029814,0.02065846,-0.042589862,-0.08364661,-0.09515696,-0.06134614,-0.031269342,-0.135444909,0.120205291,-0.072947539,0.230100289,-0.071458869,-0.16302219,-0.134007365,-0.070329994,0.162612751,-0.193237916,-0.192139611,-0.026199821,0.023628412,0.098079428,-0.046820138,0.031737816,0.116076469,-0.093696125,-0.312919766,-0.087485462,-0.096362695,-0.002727089,-0.044796217,0.029827636,-0.001451238,-0.22923255,-0.030974338,0.014281998,0.127151504,-0.007202311,-0.103209101,0.201923311,-0.00752377,-0.272393912,0.05808397,0.06105087,0.248990044,0.189557374,0.01420416,-0.004212225,-0.18446511,0.119571179,-0.14178513,0.02048609,0.164204657,0.065798834,0.007390783,-0.02887544,-0.079592749,0.054270767,0.191209719,-0.187158719,0.001555625,0.068042673,-0.03190425,-0.013991162,-0.151228324,0.246083871,0.109849446,-0.15339756,-0.199066192,0.14217557,-0.155124515,-0.143417418,0.101731293,-0.150324613,-0.204435647,-0.315228403,0.006484344,0.394036055,0.102507867,-0.198699251,0.042345487,-0.063294798,0.028416734,0.136522695,0.190109402,0.020447198,-0.000586259,-0.127765313,-0.037037611,0.22267966,-0.020622773,-0.050159015,0.18104744,-0.007822799,0.055874623,0.009238159,0.046770353,-0.074856497,0.095612757,-0.161006749,-0.026444327,0.002548452,0.028540555,0.005908777,0.110236444,-0.10062176,0.089314103,0.013314073,0.01264724,0.012530055,-0.021551808,-0.056153197,-0.054168206,0.088426612,-0.252352864,0.245037675,0.14674437,0.11923518,0.099421494,0.144583106,0.089965358,-0.033334721,-0.034520395,-0.259452522,0.027013136,0.073853686,-0.026628312,0.136915222,-0.004415601,dog_man
gl3,-0.08613269,0.049031846,-0.00595349,-0.059442628,-0.081238344,0.031752221,-0.077195868,-0.081313103,0.08848343,-0.12065728,0.200633347,-0.131418869,-0.211541697,-0.088259637,-0.030646339,0.210052744,-0.222437367,-0.166518226,-0.008294917,0.038513988,0.007358396,0.011081988,-0.016958958,0.111172639,-0.119345032,-0.326581717,-0.042938404,-0.118655391,0.001269027,-0.02297245,-0.018879222,0.04752535,-0.160614789,-0.014760125,0.047136296,0.123908684,-0.048804201,-0.105863094,0.169972226,-0.010540314,-0.23590219,0.057368509,0.083911665,0.263426155,0.187823787,0.006726411,0.003562594,-0.150364816,0.115999989,-0.219275698,0.054622404,0.134581462,0.037559144,0.082826748,0.040778048,-0.121933416,0.058684677,0.140617564,-0.175962836,0.020549977,0.049665712,0.016325049,0.077214874,-0.117108159,0.228635952,0.074781448,-0.091659553,-0.158125043,0.148030505,-0.171140015,-0.096704453,0.087131925,-0.106323801,-0.20225957,-0.267273992,0.0173728,0.308139771,0.169771075,-0.15119341,0.101820581,0.052176405,-0.062617131,0.13326104,0.186865941,0.035102762,-0.025198031,-0.017799307,-0.024028622,0.240316793,-0.016232133,0.002238019,0.204570755,-0.005215844,-0.053408638,0.10185051,-0.010774868,-0.046545714,0.037737168,-0.16325289,-0.02287687,-0.035942107,-0.062876217,-0.00024967,0.065284364,-0.14847216,0.124754734,-0.006011879,-0.017370608,0.024538379,0.01381648,-0.069447964,-0.009919975,0.169178247,-0.244980797,0.217847168,0.105696753,0.126985669,0.12950334,0.107302792,0.115101419,-0.025791839,-0.022769675,-0.185518667,-0.032094091,0.09493944,-0.038003456,0.110690936,0.021110304,dog_man
gl4,-0.071736962,0.064167112,-0.004818335,-0.070480958,-0.086249083,-0.0266598,-0.079158686,-0.106928416,0.129442632,-0.084832318,0.261262119,-0.109473385,-0.232918844,-0.07961344,-0.073062703,0.168443084,-0.171251968,-0.128779411,0.021370484,0.063248709,0.132648319,0.02275219,0.021469731,0.06952434,-0.096218631,-0.319936603,-0.090549864,-0.07300359,-0.060437609,-0.042432074,-0.026195366,0.056167942,-0.19853583,-0.030955013,0.049433488,0.129743233,0.003236326,-0.05951678,0.161226541,0.020138659,-0.24213244,0.079458587,0.069247007,0.247258976,0.18596074,0.038298424,-0.038367823,-0.228340298,0.112725131,-0.192213595,0.073481187,0.147902995,0.052794915,0.023188632,0.033273939,-0.113086589,0.02780652,0.159844443,-0.171779215,-0.013559936,0.101269439,-0.006554461,-0.00939114,-0.20703496,0.201185167,0.091037199,-0.119508594,-0.195597157,0.097292557,-0.13613838,-0.144662946,0.123617612,-0.143812701,-0.214903295,-0.305677474,0.038744837,0.368652552,0.144212902,-0.207027555,0.075916395,0.000780805,-0.003746441,0.152392119,0.128027946,0.05347804,0.002322602,-0.099194504,-0.037631202,0.223942816,-0.061433434,-0.021333875,0.209742099,-0.036985464,0.074265242,0.042195965,0.001140565,-0.062687486,0.067180932,-0.224298805,-0.050506428,-0.045057416,-0.020417083,-0.034758355,0.095555708,-0.147523895,0.073186189,0.004017656,-0.034340288,0.014485503,-0.03434173,-0.085084654,-0.018146221,0.126633316,-0.277472973,0.219315886,0.087939098,0.130897939,0.119260095,0.135119557,0.122974277,-0.042679694,-0.037080958,-0.246241182,-0.003108767,0.118916146,0.0022628,0.108570047,-0.022523861,dog_man
gl5,-0.112138346,0.067005336,0.012194808,-0.083546579,-0.124957144,0.032398954,-0.076346301,-0.102683961,0.12419571,-0.165410966,0.221392289,-0.119948559,-0.247752085,-0.076477304,-0.091005042,0.280221075,-0.233798325,-0.186193377,0.001789963,0.003453371,0.034086268,0.02841392,-0.021487547,0.07146246,-0.057210334,-0.329914033,-0.086000197,-0.058676466,-0.043187276,-0.072746977,0.003660257,0.056211978,-0.159438506,0.011381055,0.03093409,0.130697668,0.009106479,-0.118180022,0.116373062,-0.008394326,-0.246958032,0.076547503,0.111315042,0.276652932,0.164835975,0.016512856,-0.036868565,-0.17158033,0.116785757,-0.17508395,0.034640882,0.130568311,0.039875492,0.071320496,0.019790236,-0.142918989,0.063891448,0.131304473,-0.165931985,-0.025342971,0.038539451,0.006889014,0.06104707,-0.13416183,0.210644215,0.069528192,-0.098406412,-0.214517266,0.122796156,-0.15740259,-0.11605043,0.070896007,-0.175320879,-0.210392013,-0.300194889,0.015512807,0.301512867,0.13391082,-0.129555553,0.131726742,0.086305805,-0.044967912,0.087902926,0.227015346,0.044590615,0.02725246,-0.044128105,0.001559176,0.227668732,-0.063095585,-0.038233913,0.230577171,-0.035331428,-0.02876246,0.053986583,0.016057456,-0.017678402,0.065344922,-0.16989392,-0.044758193,-0.014652139,-0.054733481,-0.044780064,0.045553353,-0.161257386,0.10317798,-0.008558162,0.011680556,-0.042884588,-0.012569084,-0.074099399,0.027145218,0.177774206,-0.25451538,0.259059608,0.175006956,0.124067068,0.134572551,0.12441197,0.099052012,-0.003632886,-0.050901398,-0.164875552,-0.033089932,0.100653268,-0.046298373,0.114230402,0.043725189,dog_man
gl6,-0.090226904,0.045555279,-0.005709658,-0.089748926,-0.138244763,0.009587391,-0.051574398,-0.041224331,0.159433201,-0.065784484,0.250706643,-0.074745953,-0.18119517,-0.068920411,-0.095827252,0.210977733,-0.161630422,-0.197836295,0.006394088,0.043485075,0.066822439,0.025350535,-0.045455396,0.069524437,-0.171506017,-0.357237309,-0.07659357,-0.106451184,-0.031676628,-0.057476547,-0.024691567,0.051362388,-0.180169418,-0.016354958,0.076791495,0.123695239,-0.019190639,-0.068585984,0.156933993,0.05633514,-0.303098142,0.080713429,0.099426791,0.264980674,0.16114305,0.038445834,0.005731631,-0.184202924,0.127170607,-0.179866537,0.07898514,0.135864347,0.086840652,0.055747297,0.023505446,-0.0671966,0.03359231,0.199078798,-0.214471295,0.03294972,0.070945904,-0.03256597,0.01491506,-0.145640284,0.159676671,0.098774984,-0.083123505,-0.188290119,0.155283093,-0.182896152,-0.144095942,0.100355156,-0.091880515,-0.232432351,-0.304225177,0.027005296,0.316609263,0.166713998,-0.180161789,0.05466276,0.065080747,-0.007116465,0.137709811,0.130942166,0.013586922,-0.013005405,-0.093370743,-0.05261571,0.313515395,-0.038514066,0.036413029,0.206027076,-0.021197692,0.025050811,0.033510998,0.052468438,-0.070710115,0.067908041,-0.152048022,-0.035273243,-0.029975738,-0.016234268,-0.020957172,0.077096902,-0.175053999,0.080258511,-0.016278943,-0.040825058,-0.023019437,-0.005879127,-0.032595914,-0.043913011,0.140058547,-0.207961142,0.240224227,0.141836539,0.110128105,0.109647281,0.138490707,0.039443061,-0.03215285,-0.106306255,-0.220055014,-0.025426274,0.096928075,-0.065018073,0.092829943,-0.003574477,dog_man
gl7,-0.080597691,0.002394373,0.015344493,-0.091532201,-0.094380409,-0.009343175,-0.067145735,-0.100952864,0.107591629,-0.069516644,0.213743865,-0.041526537,-0.192609072,-0.097288847,-0.027651083,0.144259989,-0.209526882,-0.222841397,-0.024475455,-0.004339177,0.025708215,0.006877438,0.044541404,0.075787865,-0.134044081,-0.313424051,-0.0596558,-0.130746037,0.047228903,-0.034071289,-0.011712414,-0.007124073,-0.254724056,-0.019746481,0.088688657,0.149992272,-0.003545285,-0.124272764,0.184073091,-0.009828568,-0.260717154,0.049056035,0.05313047,0.225213259,0.16827777,0.011872103,-0.021926705,-0.167723507,0.100081503,-0.135533243,0.084783629,0.180751875,0.057056587,0.030785862,-0.022336673,-0.096569203,0.075082526,0.200845674,-0.209219351,-0.000840855,0.08338441,-0.03956534,0.012794537,-0.132925913,0.227364466,0.072433926,-0.118858889,-0.236795098,0.111599855,-0.147442877,-0.127684623,0.106701322,-0.147544935,-0.170602053,-0.270036161,0.015584212,0.356531948,0.125984997,-0.191697165,0.102143452,-0.053814922,-0.007115942,0.105486736,0.163026229,0.021511909,0.038895436,-0.087096855,-0.031859461,0.234618917,-0.014244428,-0.02879205,0.165938541,-0.039854191,0.013290646,0.061053425,-0.005991858,-0.079635762,0.052551813,-0.174974352,-0.078736864,-0.033414271,0.027014026,0.00104855,0.101989724,-0.144596636,0.077012844,0.002834329,-0.044265416,0.032109588,-0.026388891,-0.043963958,-0.09341085,0.118318878,-0.296190023,0.257563561,0.157435402,0.165364534,0.11967352,0.133991972,0.068412729,-0.020674938,-0.018034402,-0.237215176,-0.006268797,0.095033035,-0.024739303,0.146770671,-0.001205312,dog_man
gl8,-0.061160259,0.00308755,-0.007764868,-0.092519633,-0.114949644,-0.050292462,-0.105975159,-0.108990386,0.074620284,-0.118767552,0.214304209,-0.108234711,-0.185172409,-0.091469467,-0.037826188,0.165582329,-0.155397177,-0.18153213,-0.054072171,0.021799972,0.066059723,0.007160835,-0.008893318,0.100579493,-0.112934113,-0.326276779,-0.081226334,-0.057288893,0.006948495,-0.098550275,-0.028422177,0.010775474,-0.208188906,-0.008378526,0.063305058,0.141783804,0.03536896,-0.091169186,0.152895764,0.014623486,-0.268718928,0.108276755,0.030343473,0.240098,0.179213941,0.012623558,-0.010121766,-0.196630642,0.144876361,-0.133563429,0.034054495,0.146078318,0.067283429,0.026289154,-0.00805404,-0.087703034,0.067599587,0.149868816,-0.169603795,-0.009919666,0.08419653,-0.012496141,0.008313836,-0.139715269,0.192456663,0.022045217,-0.132133335,-0.236520991,0.056022298,-0.175864056,-0.117839895,0.103131518,-0.150211409,-0.177234247,-0.334089488,0.025438165,0.338774234,0.129146934,-0.240592793,0.089030251,-0.007046957,0.012238683,0.142136097,0.147382155,0.024506647,0.049994953,-0.094396338,0.008053563,0.246252656,-0.045328528,-0.017197669,0.199899659,-0.007551292,0.088349506,0.039366044,0.017260926,-0.073864453,0.046349443,-0.13630341,-0.009967953,0.010481759,0.032853227,0.00871453,0.099458948,-0.129666999,0.129283071,-0.014946789,-0.002887338,0.007183422,0.022836596,-0.097246811,-0.081606403,0.111276954,-0.274779081,0.200690553,0.178382009,0.168823332,0.064366668,0.146930858,0.051562816,-0.025879242,0.018378163,-0.205507293,0.006897835,0.095735393,-0.030536218,0.112931766,-0.019193279,dog_man
gl9,-0.074730322,0.031799935,0.009216943,-0.082474224,-0.090868317,-0.00710413,-0.082045838,-0.065311424,0.102368727,-0.126532659,0.225735232,-0.157752737,-0.229527324,-0.071135014,-0.085379615,0.249673933,-0.233875304,-0.163976565,-0.017866174,0.023724299,0.040243395,-0.032339908,-0.003197364,0.114500575,-0.070825227,-0.346776545,-0.089499138,-0.099001169,-0.033074975,-0.076583453,-0.026658993,0.024387881,-0.183881924,-0.026540441,0.021396399,0.109916113,-0.013704517,-0.138177961,0.131949738,-0.03151577,-0.247331619,0.093926407,0.110578835,0.237121671,0.186345562,0.040844727,-0.005126966,-0.183734715,0.092090033,-0.183094114,0.043898493,0.12570937,0.037894413,0.068085045,0.011012795,-0.116338961,0.056635618,0.142009497,-0.165994972,-0.004797362,0.056071606,0.035286289,0.059269052,-0.134825051,0.243365616,0.090200946,-0.118628152,-0.201379508,0.158385888,-0.183082998,-0.097161375,0.078289054,-0.134167194,-0.211368635,-0.289081901,0.018249739,0.324794441,0.139962643,-0.148102,0.116358228,0.014975841,-0.041127689,0.098590836,0.210129261,0.041588973,0.020257244,-0.05105295,-0.01343525,0.238636985,-0.04341941,-0.017520737,0.204007342,-0.017056754,-0.018161699,0.07305748,0.008335189,-0.047792986,0.060991686,-0.194959074,-0.013284946,-0.0463323,-0.02579152,-0.053092882,0.049546722,-0.120536901,0.080037989,-0.007562142,-0.029982133,-0.026458204,0.019494725,-0.084376633,-0.02512005,0.157661274,-0.269588977,0.219071284,0.153780282,0.170088872,0.109214969,0.132655188,0.114077128,0.005366133,-0.050607324,-0.210453644,-0.002878912,0.098584153,-0.038291592,0.115102574,0.029000847,dog_man
gl10,-0.08058624,0.027587738,-0.000449561,-0.105065927,-0.131793618,-0.017819418,-0.091696233,-0.021349236,0.154091939,-0.096254744,0.213145152,-0.047471073,-0.190307811,-0.075965911,-0.028398121,0.17556873,-0.170541614,-0.144069627,-0.02813188,0.056236517,0.093389794,0.025157398,-0.031398725,0.102244467,-0.1507774,-0.288927078,-0.04043258,-0.056165826,-0.001942567,-0.061772719,-0.050580837,0.023696838,-0.191945016,-0.014874255,0.028384637,0.183755621,-0.01856477,-0.071193986,0.138557047,0.0169736,-0.290748239,0.089958705,0.014894435,0.211354777,0.180146664,0.03673796,0.002841793,-0.193619668,0.092871748,-0.224814132,0.07980758,0.160307541,0.038308881,0.057731476,0.013004178,-0.112370603,0.032279253,0.153444707,-0.161741808,-0.008951861,0.070765004,-0.004909659,0.016009834,-0.163698524,0.192407399,0.095203429,-0.135560364,-0.194093838,0.118458837,-0.171271592,-0.178593338,0.128245309,-0.090629555,-0.181667268,-0.338546574,0.023323938,0.38584891,0.176788777,-0.247831464,0.030500229,-0.03082259,-0.019657476,0.149281725,0.136991069,0.05712295,-0.023161007,-0.109495483,-0.011611501,0.260831833,-0.037162744,0.001343283,0.171412081,0.076870561,0.075657979,0.004754312,0.065389439,-0.050045013,0.053765286,-0.15652138,-0.023901258,0.013142329,0.02873265,-0.025871212,0.127062351,-0.124076389,0.177246377,0.044055466,-0.048533402,0.0267857,0.054942064,-0.070704207,-0.050719786,0.119744442,-0.241911635,0.238123119,0.147168711,0.137160391,0.098952964,0.122077733,0.113409676,-0.040408969,-0.054372456,-0.220734552,-0.049063366,0.050641023,-0.027145406,0.118112668,0.037125669,dog_man
